"STN","meanTEMP","meanDEWP","meanSTP","meanWSDP"
"690190",83.4912903225806,62.3,952.274193548387,8.38387096774194
"720110",86.6079301075269,62.9838709677419,976.838709677419,4.86935483870968
"720151",76.4021774193548,56.9774193548387,871.2,5.60967741935484
"720261",84.4637231182796,64.5548387096774,984.796774193548,5.17096774193548
"720269",89.498938172043,70.1806451612903,1009.96129032258,7.01290322580645
"720271",83.3272177419355,57.4483870967742,926.893548387097,8.30645161290323
"720273",86.7603494623656,74.9548387096774,1013.51290322581,5.33870967741935
"720276",88.7058870967742,70.1516129032258,1011.2,8.22903225806452
"720281",86.539502688172,61.1387096774194,969.587096774194,8.68387096774194
"720286",87.0167741935484,65.5935483870968,987.377419354839,5.3741935483871
"720287",81.8609274193548,67.2806451612903,988.78064516129,7.37741935483871
"720291",82.1839247311828,67.3806451612903,999.28,5.58709677419355
"720295",86.0231451612903,65.4,990.48064516129,7.84516129032258
"720296",85.3034811827957,72.9870967741935,1008.83225806452,2.39354838709677
"720298",82.9390086206896,69.2103448275862,992.365517241379,4.16551724137931
"720299",83.2877016129032,65.7387096774194,989.667741935484,5.46129032258064
"720302",80.9825806451613,68.9096774193548,1000.16,3.25806451612903
"720303",82.5861559139785,63.3451612903226,1004.71612903226,4.95161290322581
"720305",83.4011424731183,63.1612903225806,977.974193548387,6.91935483870968
"720311",79.6104027777778,70.5833333333333,1003.25666666667,3.36333333333333
"720314",83.611814516129,70.0838709677419,1000.80967741935,3.88709677419355
"720315",77.3711155913979,59.9645161290323,914.825806451613,9.41290322580645
"720316",88.0190994623656,71.7161290322581,1011.73548387097,9.51290322580645
"720318",85.7614516129032,63.9967741935484,974.548387096774,5.2258064516129
"720320",84.972876344086,67.5,985.167741935484,6.19354838709677
"720323",82.7663037634409,61.9451612903226,956.658064516129,5.32903225806452
"722008",86.0543548387097,77.6354838709677,1015.53333333333,8.36451612903226
"722042",82.1201478494624,72.0548387096774,1000.31034482759,2.35161290322581
"722094",86.7551478494624,66.4129032258064,993.903225806452,5.17741935483871
"722107",80.4273655913978,57.2387096774194,902.587096774194,6.23548387096774
"722112",81.9531182795699,72.2483870967742,1001.45161290323,2.68709677419355
"722122",81.4509139784946,58.8806451612903,931.225806451613,7.7741935483871
"722143",83.8413978494624,68.2193548387097,997.138709677419,4.97096774193548
"722159",89.847123655914,70.5645161290323,1011.40967741935,7.68387096774194
"722169",86.4199193548387,56.8774193548387,923.922580645161,5.72903225806452
"722174",77.3905376344086,59.4870967741935,900.383870967742,7.77096774193548
"722192",83.745752688172,60.7806451612903,933.051612903226,8.09354838709677
"722202",87.6482795698925,64.8129032258065,981.090322580645,4.04193548387097
"722209",88.1613575268817,72.8096774193548,1013.96129032258,6.73548387096774
"722214",77.5903091397849,57.0806451612903,889.71935483871,9.08064516129032
"722324",84.9653360215054,58.5935483870968,918.803225806452,7.20322580645161
"722338",87.5306944444444,65.3888888888889,990.966666666667,8.88888888888889
"722351",87.1156182795699,70.8548387096774,1011.77419354839,5.3
"722362",82.2294623655914,68.741935483871,998.735483870968,5.63870967741935
"722363",83.7526612903226,62.5225806451613,935.103225806452,7.8
"722410",83.6346774193548,74.158064516129,1014.92903225806,4.3
"722416",87.8450940860215,66.741935483871,991.551612903226,7.65483870967742
"722420",86.4642876344086,75.3354838709677,1015.4064516129,8.27741935483871
"722427",85.1213978494624,72.4451612903226,1014.3,3.38387096774194
"722429",84.6788844086021,72.1064516129032,1009.9064516129,3.95806451612903
"722430",86.6471639784946,73.0935483870968,1011.56129032258,4.82258064516129
"722435",86.1634274193548,72.4645161290323,1013.64516129032,4.56451612903226
"722436",83.9721056547619,74.1,1014.8,3.61071428571429
"722444",83.6956586021505,72.9322580645161,1006.46774193548,2.96129032258065
"722445",87.7310887096774,68.1290322580645,1003.32903225806,5.97096774193548
"722446",84.0215860215054,71.141935483871,1004.35806451613,3.70645161290323
"722447",85.3902822580645,70.3290322580645,1002.26774193548,3.2741935483871
"722448",83.0671505376344,69.8806451612903,996.354838709677,5.7741935483871
"722469",85.3041397849462,67.7322580645161,998.775,6.84838709677419
"722470",82.398185483871,70.6161290322581,1002.48709677419,4.81290322580645
"722479",85.9584543010753,65.9870967741935,992.509677419355,6.91290322580645
"722489",83.5611693548387,68.6935483870968,998.348387096774,6.18387096774194
"722499",83.8675268817204,70.6225806451613,1003.37419354839,4.32903225806452
"722500",85.8083333333333,72.1612903225806,1013.80322580645,8.22258064516129
"722505",86.9909543010753,72.6677419354839,1012.70967741935,8.96129032258064
"722506",91.3692204301075,69.958064516129,1010.06129032258,10.1967741935484
"722510",87.7141129032258,73.2483870967742,1013.02903225806,10.1483870967742
"722515",86.727311827957,74.2193548387097,1013.90322580645,10.5096774193548
"722516",86.6488709677419,71.8290322580645,1012.25161290323,8.91612903225806
"722517",91.3015456989247,70.4903225806452,1007.72580645161,8.54516129032258
"722520",92.7143010752688,67.9677419354839,996.025806451613,10.3451612903226
"722523",88.4431048387097,67.0483870967742,994.012903225806,5.7258064516129
"722524",86.7179435483871,75.3354838709677,1013.86451612903,8.06774193548387
"722526",88.1706182795699,66.2064516129032,996.706451612903,7.4741935483871
"722527",84.4806317204301,73.5064516129032,1014.64838709677,5.07741935483871
"722530",88.2107123655914,65.958064516129,986.261290322581,8
"722533",86.6025134408602,64.8354838709677,982.31935483871,7.71935483870968
"722535",87.9395362903226,66.908064516129,989.829032258065,7.36935483870968
"722536",87.0566129032258,67.3177419354839,987.877419354839,7.01935483870968
"722537",84.8641129032258,62.6322580645161,958.88064516129,5.89677419354839
"722539",88.1368413978495,66.8548387096774,993.590322580645,8.25161290322581
"722540",88.0425268817204,67.2548387096774,997.009677419355,6.50645161290323
"722541",82.1040456989247,69.1,994.445161290323,5.63548387096774
"722543",85.2820972222222,71.7066666666667,1012.20333333333,5.29666666666667
"722544",89.1615725806452,65.5709677419355,991.551612903226,4.2258064516129
"722547",86.8111290322581,59.4451612903226,986.787096774194,6.6
"722550",86.9015860215054,72.9677419354839,1010.73870967742,7.36129032258065
"722552",83.0592876344086,68.0032258064516,985.838709677419,6.7741935483871
"722553",86.0215860215054,69.7612903225806,1004.17419354839,4.56129032258065
"722554",88.1216532258065,70.5,1002.77419354839,4.89032258064516
"722555",86.7569086021505,75.2548387096774,1014.5,8.89032258064516
"722560",87.5003360215054,65.9870967741935,996.635483870968,7.90322580645161
"722563",86.3584274193548,65.0741935483871,993.803225806452,7.86774193548387
"722570",85.9981451612903,71.6096774193548,983.925806451613,6.28965517241379
"722575",85.506438172043,66.4161290322581,985.329032258065,6.90322580645161
"722576",87.1766532258064,50.7612903225806,978.877419354839,7.55
"722577",85.4627016129032,66.5838709677419,990.787096774194,8.3
"722583",86.2941532258065,67.441935483871,997.345161290323,7.95483870967742
"722587",80.9488709677419,70.1709677419355,996.08064516129,7.03225806451613
"722588",81.9391532258065,70.2612903225806,996.445161290323,4.93548387096774
"722589",84.0511424731183,67.0129032258065,991.922580645161,7.36129032258065
"722590",85.5570295698925,66.3548387096774,993.451612903226,7.96129032258064
"722593",85.2463172043011,65.9322580645161,990.322580645161,5.64193548387097
"722594",85.8423790322581,66.1935483870968,988.987096774194,6.40967741935484
"722595",87.2305779569893,65.0064516129032,992.812903225807,7.54838709677419
"722596",85.4735080645161,66.0290322580645,989.425806451613,7.60322580645161
"722597",84.252002688172,65.3903225806452,979.977419354839,6.46774193548387
"722598",84.7160752688172,65.9258064516129,992.141935483871,7.73548387096774
"722599",85.907688172043,67.2258064516129,990.88064516129,6.34193548387097
"722600",83.4981989247312,63.7387096774194,968.570967741936,4.87741935483871
"722610",89.5125403225806,61.9806451612903,976.870967741935,8.59354838709677
"722615",88.7927217741936,62.0532258064516,975.567741935484,9.81612903225806
"722616",85.5808602150538,58.6354838709677,934.287096774194,7.61612903225806
"722620",78.9109770114943,50.251724137931,837.167857142857,11.348275862069
"722630",84.7457258064516,62.4354838709677,948.603225806452,6.41612903225806
"722636",75.5656048387097,56.2870967741936,880.838709677419,9.25483870967742
"722637",79.1065994623656,62.4032258064516,931.525806451613,7.30645161290323
"722640",73.9581720430107,53.0032258064516,855.48064516129,6.17096774193548
"722648",83.2007123655914,57.5129032258065,912.267741935484,7.72258064516129
"722650",82.0580376344086,57.8741935483871,916.658064516129,7.24193548387097
"722654",83.5720430107527,56.3354838709677,911.664516129032,8.42258064516129
"722656",85.2880376344086,56.9193548387097,917.11935483871,7.45483870967742
"722660",84.2857795698925,61.3935483870968,952.509677419355,8.36129032258065
"722666",82.8994220430108,64.3935483870968,966.248387096774,5.72258064516129
"722670",81.0786693548387,57.4129032258065,904.635483870968,9.00645161290323
"722700",84.0452956989247,52.4064516129032,882.658064516129,6.18064516129032
"723510",84.8363172043011,63.0225806451613,977.906451612903,9.43870967741936
"723604",82.2815994623656,60.7870967741936,946.829032258065,7.45483870967742
"723628",84.5287096774194,63.141935483871,951.367741935484,6.18064516129032
"723629",82.2466129032258,72.5387096774193,1015.5064516129,2.23225806451613
